عندي فيه مشكل ميخرجش الاوناطوند و رونفوا <br>ممكن حل؟؟؟,negative
ابتعدو عن اجهزة ريدمي لانكم سوف تتعذبون من انقطاع الانترنت الفجائي فهذه مشكلة لحد الان لم يتم حلها من قبل الشركة,negative
ههههههههههههههههه منين جا الزمر تاع الماركة هذي تاني 🤔🤔 والله يعطيوه لي باطل مانديه n&#39;import quoi,negative
" فيه عيوب منها كي تعيط لواحد ويكون يهدر انت متقدرش تعرف وكي يعيطولك ،التلفووون ميحسبش المكالمات من 8 ميزيد حتى ولو كان يعيطولك 100 مرة ،وخطرات كي تكون في مكالمة يطفى ميزيدش يشعل متقدر لاتكوبي لا والو حتى يكوبي لي راك تهدر معاااه ومتقدرش تسجل المكالمات. هذوو برك 😊 😁 عن تجربة",negative
خويا أنيس عندي مشكل تاع en attente في هاتف ردمي نوت 8 برو,negative
انا عندي redmi note 8  الطبعة تاع الهند بصح ماتخرجليش اوناطونت كفاه ندير معاه,negative
لوكان تسيي كال اوف في. الباتل روايال يولي تقيل شوية و يعطيك الصحة,negative
خويا ربي يعيشك طيفاش جبت الباطري في جهة اليمنة وكيفاش ندير باه يتفيكساولي الاشعارات حدا الباطري.راهم يحو دقيقة ويروحو.وصوت الاسعارات في الفيس ميمشيش مالقري مريقلاتو كل.هبلت هبلت,negative
Ya kho resou yro7,negative
لعبت بيه بلا انكاسابل تحفر ليكرون نصيحة خاوتي ماديروش على طبقة الحماية قوريلا 5 لي يشريه يديرلو انكاسابل كيفو كيما اي تيليفون,negative
رادمي جديد ليبياس تاعو ناقصيين يعني كون يتكسرلك ولا يفزدلك الكونكتار... الخ تفرط فيك,negative
Khoya 3andi vas téléphone ki nedkhel le game turbo txerjli haja Nida 3lache mayemchiche game turbo khoya rebi ihefedek répondu li,negative
المشكل نتاع البطري عندو حل ولا مكانش,negative
السلام عليكم اخي حبيت نسقسيك سؤال حول بطارية تلفون جديد انا شريت تليفون جديد جارجيتو 6سوايع لكن البطارية  تطيح نشارجيه 100 لكن مع نمس فيه تبدل البطارية تطيح بالشوية مع انوا جديد هد شي نورمال و لا لالا ؟؟ و اسمحلي على اطالة شكرا,negative
تليفون يسخن.     بزاااف بصح ماشي فالاستعمال العادي    طول شوية. يسخن.,negative
خويا بغيت نسولك انا فاش نهضر فالكاميرا فالواتساب متبينيش مزيان او واصحة سنو هو الحل,negative
قالك زجاجة تاع شاشة تقاوم....مكان حالة تتكسر كيفيهاا كيف الهواتف لخرين,negative
هاتف فاشل يعني فيه مميزات جيدة ولكن بروبلام تاع ريزو ناقص بزاف انا شريتو وندمت وراح نبيعو بالخسارة,negative
انا تبانلي يقعد سامسونغ هو الرائد في عالم الهواتف.,negative
Khoya akhtik ml redmi ,negative
خويا شريت واحد جاي من الهند كي نكتيفي ليدوني ما يمشيش وما يحكمش الريزو تاع انترنت مليح ممكن تقلي علاه و واش هو الحل,negative
Mahabech yemchi télécommande,negative
ماكش تجوب على تعليقات,negative
هاتف فاشل بزااف وضعيف,negative
Khouya enattent mtokhrjlich ki nji n3ayet l Num okher,negative
مشالله عليك خويا تعجبني بزاااف مي مذابيك تنقص فلمقديمة,negative
تكسرتلي الزجاجة و تعوج شوية يتصلحلي ارجو الرد,negative
كي والو عندي واحد,negative
راك تحكي بسرعة مفهمت والو 🥺,negative
ما عجبنيش البطارية كارثة 😭 ندمت لي بدلت redme note 7 version global خير منو بزاااف والله ندمت,negative
راهوا هبط علابالك,negative
اشغشغشاامرموللامعلغبتكسىكشخىخخخخخ مفهمتش اى حاجة,negative
نسيت تڨولنا بصمة الهاتف ما تبانش لازم صبعك ادور و دور حتي تلقاها و تولي دخل لكود ؟!؟! شاشة تاعو خارجة وحدها تقول هابورغر زيد لحاشية تاع الهاتف بلاستيك ؟ هاتف تافه,negative
سلام صديقي اليوم جبت نوت 8 وطلعلي باه تدخل مافهمتش والو اللغة ومن بعد الويفي ومن بعد شروط المستخدم حبست الفلاش تم حبس عاوناا ياأخي,negative
اخي تعي احسن من تعك مع لعلم نفس النوعيه,negative
اخي ارجوك المشكل انا شريتو وعندي مشكل فالويفي يخرجلي انقطاع الشبكه,negative
اخي كرم رادمي نوت 8t يمشي غير كاميرا وحدا,negative
خويا لعزيز ربي حفظك شريت تلفون جديد رادمي نوت 8 بصح الريزو فيه ناقص بزاااااف تالمو منيش نستعمل لدوني سييت مع 3G و2G  وثاني LTE  مي ضعيف الريزو بزاااف واش هو الحل ؟؟؟,negative
كاين فيه مشكل آخر هي ماتبينش En Attende,negative
كنت رايحة نبعث شاريط في رادمي ماقدرتش كيفاش ندير,negative
خويا عندي هاتف نوت8 تاع الهند عند الاتصال باحد  لا يظهر في الشاشة خاصية en attente انتظر منك البرد والتوضيح خويا,negative
خي مايثقالش برك كيما كوندور,negative
أنا شرتو عندي سمانة بصح النسخة الهندية ماشي  Global بسعر 34 هاذي سومتو ولا زايدين فيها ..! واش هو الفرق بين النسخة الهندية والنسخة Global,negative
من فضلكم انا ملي شريتو و ميسانجر يبلوكيلي لي فيديو....كي نبعت فيديو يبلوكي الصورة و الصوت يمشي,negative
لماذا البصمة لا تعمل  في هذا الهاتف عند اعادة تشغيل الهاتف.....حتى تعيدها من جديد,negative
اخي انيس شريت نوت 8t و لقيت مشكل فيه انو يطول في مدة الشحن 3 ساعات بزااف كيفاه ندير الله يحفظك,negative
الله يبارك فيك خويا  شريت واحد لقيت فيه واحد الأمر ولله حيرني طلعت واحد التام تاع iphone وليت كي نطفي تيليفون ونشعلو يكتبلي redmi وموراها يدير التفاحة تاع iphone فهمني فيها خويا ربي يعيشك,negative
السلام عليكم خويا انيس عندي هاتف هواوي P9  ماجانيش التحديث راني نمشي ب الاندرويد 6.0,negative
عندي note 8 pro  يسخن شوية واش نديرلو,negative
اوبو  f9 مليح,negative
Khou ns9sik 3lh ki t3ayt mayktblkch en attente ki ykoun chakhs li t3ytlo yhki,negative
معندوش كيتمان,negative
انا اشتريتو بارح مي عيت نزل في تطبيقات محبوش 😭يبقاو يدورو ممكن تجاوبوني,negative
شريت التليفون وما فرحنيش خلاص <br>الريزو فيه مقود وبابجي تلاقي فيه بزاف حتى مع التحديث وما تصلح فيه والو والباطري ما تحكم والو خطرات نشارجيه زوج خطرات فاليوم <br>صراحة هاتف ما يستاهلش كل هاد التطبيل لي راه صاري لو,negative
"Salam, ani chritou mai lqit fih deux choze ma3ejbounich premeriement anou quand je reçoi un messag le contenu s&#39;affiche, malgrè dert f reglage &#39;&#39;aficher la notification et masquer le contenu&#39;&#39; autre choz pr le contacte on peu pa modifier le nom ou le numero !! C trop compliqué jspr avoir une reponse mrc pr tt !!",negative
هذا lcd خطيكم منو,negative
تخرخيش هههههه,negative
شريتو كاين مشكل فويفي كاش حل,negative
حبيبي كن غير تقولنا كيفاه نحو ذيك لكتبة لي لتحت,negative
اخي سعر الشاحن غالي جدا,negative
3ayan,negative
Je trouve qu'il est chère vue ces performances. Pour le même prix en peut avoir un sam a7 4 de ram 128 g mémoire ou un hw nova 3i 6 ram 128 mémoire avec des écran full hd et appareil photo à couper le souffle,negative
a ce prix j'achèterai le huawei p20 lite,negative
Bonne nuit wida rbehti hew wajhi,negative
Lba wnta kho ??,negative
Mdrrr c un téléphone!! hahahaha jai cru que c'était un fer à lisser ?????? je commence à alluciner mdrr,negative
Brandt on a deja joué sur un autre j'ai pas compris pourquoi vous refaite ce jeu,negative
Casasni Malek terbah che3re ????,negative
Hhh Rebhou tfla si nn thbel ??,negative
David Alias corrige le commentaire t'as fait copier coller ????,negative
Messaoudi Abdelkader waaaaaah ta yana ri bach n edentifiek w nderonjik ??????,negative
Tama3 yachath okadav Pff tamnat ikel tiguii a lyes ti es bete a ce point,negative
terbah ch3ar mokh hhhh,negative
ge3 les commentaires répondawelhom ghir ta3ek nta xDD,negative
rak kali kachir,negative
terbah ch3ar,negative
Zakaria El Meslouhi Zakaria El Meslouhi Machi dial lmaghrib je p,negative
Sôf Îàne nchalah d les cheveux l3ali machi am aglak :),negative
hhhhh t3ayiw !! ntoma hasblkm ana mana3arfosh ;),negative
braaaaaavo !! nchalah rabi ywafa9kom,negative
les prix ghalyin bzzf ! inimaginable ! mafhmnash kifash rakom tahasbo pfff,negative
chkoupi mashi ;) ya sara9in ya kadabin walah matahashmo,negative
votre photo de profile 3ayana,negative
Démo khourda,negative
Les cuisinières Brandt ghalyin chuiya,negative
notre cuisiniére brandt n'est plus aussi performante,negative
its not that famous and people dont talk about then in a good way,negative
Had sel3a khorda,negative
Cha3rek mashi chbab / wejhek fih lhab a3e9,negative
na3adiiin babakom !!! sara9in --',negative
aswa2 marqua ta3 electromenager f dzair !! vous etes les pires,negative
ma3jabnish lhal :/ les services ta3km mkwdin kamal !,negative
3ayanin !! samtin !! rahj !! khraa !! tbahadlo !! oouuuff,negative
pffffffffffff ! n'importe quoi ! ????? ????,negative
Cuisinière ta3kom machi ga3 chaba,negative
Le Pc protable l9dim ta3 Wassim y3ayi el rass,negative
Machine a laver ta3na dayra ki zebi,negative
3andi PC ynik 3am bach yech3el t9iiiil,negative
nik matkom wlad 97ab,negative
dommage il ya pas un service de livraison,negative
Climatiseur dyalkoum daymen machi disponible f les showrooms w barra ghali,negative
Vos produits sont unpeu chers,negative
Télévision dyelkoum deyer ki lekhra,negative
Venis champion machi mlih kaml ghir matchrouhch,negative
Les prix chouiya ghalyin,negative
Vos produits sont de bonnes qualités mais un peu cher pour les algériens,negative
Articles un peu cher par rapport aux autres concurrents,negative
Les climatiseurs chwi chwi,negative
L'emballage de l'huile machi chbeb,negative
Kolech ghali,negative
Zit 3ayana,negative
3ayan l four,negative
Awaaah machi haja,negative
Awaah chb3tounaa kdoubat,negative
Télé n9asa f son,negative
Habsoulna haff -_- machi mkhdoum f l'algerie,negative
Machi haja,negative
cuisinière t3eyiiiiiiiiiiii,negative
"awah margarine fiha huile de palme, maderna welou",negative
Sucre brun dialkom yetlaq colorant fel ma. 3ayyan,negative
Produit bzaaf ghali sahitou,negative
el zawali maya9derch yachri m'3andkoum,negative
"mashi hadja, kayan ma khir",negative
manzidch nachri ga3 m 3andkoum,negative
Climatiseur ghaliiiii bezef,negative
ya khi samtin yakhi takadbou 3la ness pffff,negative
"il se casse facilement , fragile bzzf",negative
Shampooing dialkom ybessli cha3ri :/,negative
Ya s7aybi c vrai le produit bahi mais le prix rak zayd fih bzeef,negative
les prix tal3in bezaf,negative
Sert à rien.,negative
produit zeroo,negative
Null service dialkom :/ maysslahch,negative
Pffff te3ayoo,negative
j'ai acheté une machine à laver chez vous et à peine deux mois elle est deja en panne,negative
Yakho tahchiiiwlna,negative
Khsarat drahem berk,negative
m9awed l produit ta3kom,negative
t3ayiiw ya sara9in ya klaab,negative
alach had retard ya 3atayin,negative
telephone hada mchi affaire,negative
maderna walouu,negative
Zit maytaybch mlih,negative
had l frigidaire dayer ki ch3ar,negative
ki ntouma ki le produit nta3koum dayrin ki ch3ar,negative
produit 9ar3a,negative
service ki chkopi,negative
"awaaah l'offre ta3 ""X"" khir menkoum",negative
Un tlph brandt à 50000 da ???? aalach Samsung !,negative
3andi 3amin mali chrit mixeur mn 3andkoum w 7basli,negative
Makan makan ya khou,negative
Produit 9ar3a .. Nuuul,negative
Ma yesla7ch ga3,negative
ki chkoupi,negative
ntouma fachlin,negative
La friteuse dialkoum chwiya brk ??,negative
Grille pain dialkoum décor brk,negative
Les produits ta3koum ki chkoupi,negative
Yawediii la maison te3km f bel abbes makan walo,negative
Tetnahaw ge3,negative
Prix trop cher,negative
Smartphone ta3koum zero,negative
Le prix ghali chwi ??,negative
Khorti khorda que des problèmes,negative
"le sav de brandt a eloued souf est nul , plus d un mois que me fait courir a droite a gauche a la fin j ai acheter la piece au souk",negative
Chaque jour l'arnaque,negative
Vos couleurs sont nulle... Sur tout le jaune je suis très déçu,negative
l vendeur ta3kom 3iyan ! monafi9 ! w le produit de mauvaise qualité -_-,negative
maderna walo,negative
maderna walou,negative
Ekhtik khordaaaa,negative
wallah ghir 7asla,negative
y3ayii hada,negative
